id_registro,id_matricula_disciplina,data_aula,situacao
1568,105,2025-12-09,FALTA
1569,105,2025-12-09,PRESENTE
1570,105,2025-12-23,FALTA
1571,105,2026-01-27,FALTA
1572,105,2026-02-05,PRESENTE
1573,105,2026-01-17,PRESENTE
1574,105,2025-12-04,PRESENTE
1575,105,2026-02-22,PRESENTE
1576,106,2026-01-20,PRESENTE
1577,106,2025-12-12,FALTA
1578,106,2025-12-13,PRESENTE
1579,106,2026-02-12,FALTA
1580,106,2026-01-18,PRESENTE
1581,106,2026-02-10,PRESENTE
1582,106,2026-01-09,FALTA
1583,106,2025-12-24,FALTA
1584,106,2025-12-11,PRESENTE
1585,106,2026-02-26,FALTA
1586,106,2026-01-09,PRESENTE
1587,106,2026-02-02,PRESENTE
1588,106,2026-01-14,PRESENTE
1589,106,2026-02-05,PRESENTE
1590,106,2026-02-11,PRESENTE
1591,107,2026-02-01,PRESENTE
1592,107,2025-12-19,PRESENTE
1593,107,2025-12-04,PRESENTE
1594,107,2026-02-16,FALTA
1595,107,2026-02-17,PRESENTE
1596,107,2025-12-18,PRESENTE
1597,107,2026-02-14,PRESENTE
1598,107,2026-01-30,PRESENTE
1599,107,2025-12-12,PRESENTE
1600,107,2025-12-08,PRESENTE
1601,107,2026-01-05,PRESENTE
1602,107,2026-01-15,PRESENTE
1603,107,2025-11-28,PRESENTE
1604,107,2026-01-17,PRESENTE
1605,107,2026-02-27,PRESENTE
1606,108,2025-12-17,PRESENTE
1607,108,2026-01-27,PRESENTE
1608,108,2025-12-06,PRESENTE
1609,108,2026-02-16,FALTA
1610,108,2025-12-20,PRESENTE
1611,108,2025-11-28,PRESENTE
1612,108,2026-02-15,PRESENTE
1613,108,2025-11-30,FALTA
1614,108,2025-12-15,FALTA
1615,108,2025-11-28,FALTA
1616,108,2026-01-08,PRESENTE
1617,108,2025-12-23,PRESENTE
1618,108,2026-02-17,PRESENTE
1619,108,2026-02-26,PRESENTE
1620,108,2026-02-26,PRESENTE
1621,109,2026-02-09,PRESENTE
1622,109,2025-12-20,PRESENTE
1623,109,2026-01-02,PRESENTE
1624,109,2025-12-17,PRESENTE
1625,109,2025-12-14,PRESENTE
1626,109,2025-12-18,PRESENTE
1627,109,2026-01-22,PRESENTE
1628,109,2026-02-13,FALTA
1629,109,2026-01-11,PRESENTE
1630,109,2025-11-30,PRESENTE
1631,109,2026-01-25,PRESENTE
1632,109,2026-01-29,PRESENTE
1633,109,2025-12-12,PRESENTE
1634,109,2025-12-19,FALTA
1635,109,2026-01-14,PRESENTE
1636,110,2025-12-24,PRESENTE
1637,110,2025-12-29,PRESENTE
1638,110,2026-02-11,FALTA
1639,110,2025-12-20,PRESENTE
1640,110,2026-02-03,PRESENTE
1641,110,2026-02-15,PRESENTE
1642,110,2026-01-07,PRESENTE
1643,110,2026-01-04,PRESENTE
1644,110,2026-02-15,FALTA
1645,110,2025-12-26,PRESENTE
1646,110,2025-12-18,PRESENTE
1647,110,2025-12-04,PRESENTE
1648,110,2026-02-07,PRESENTE
1649,110,2026-02-02,PRESENTE
1650,110,2026-01-24,PRESENTE
1651,111,2025-12-21,FALTA
1652,111,2025-12-18,PRESENTE
1653,111,2025-12-15,PRESENTE
1654,111,2026-02-19,PRESENTE
1655,111,2025-12-26,PRESENTE
1656,111,2025-12-31,FALTA
1657,111,2026-02-11,PRESENTE
1658,111,2026-02-09,PRESENTE
1659,111,2026-01-05,PRESENTE
1660,111,2025-12-02,FALTA
1661,111,2025-11-29,FALTA
1662,111,2026-02-05,FALTA
1663,111,2026-01-28,FALTA
1664,111,2025-12-13,FALTA
1665,111,2026-02-13,FALTA
1666,112,2026-02-25,PRESENTE
1667,112,2026-01-19,FALTA
1668,112,2025-12-29,PRESENTE
1669,112,2026-01-18,FALTA
1670,112,2026-02-06,PRESENTE
1671,112,2025-12-24,FALTA
1672,112,2025-12-03,PRESENTE
1673,112,2026-02-13,FALTA
1674,112,2026-02-25,FALTA
1675,112,2026-02-04,PRESENTE
1676,112,2026-02-11,FALTA
1677,112,2025-12-13,FALTA
1678,112,2025-12-26,FALTA
1679,112,2026-02-04,PRESENTE
1680,112,2026-01-05,PRESENTE
1681,113,2025-12-18,FALTA
1682,113,2026-01-14,FALTA
1683,113,2026-01-26,FALTA
1684,113,2026-01-09,PRESENTE
1685,113,2025-12-07,FALTA
1686,113,2026-01-03,FALTA
1687,113,2025-12-13,PRESENTE
1688,113,2026-01-20,PRESENTE
1689,113,2026-01-23,FALTA
1690,113,2025-12-23,PRESENTE
1691,113,2026-02-05,PRESENTE
1692,113,2026-02-16,PRESENTE
1693,113,2026-01-28,FALTA
1694,113,2025-11-28,PRESENTE
1695,113,2026-01-26,PRESENTE
1696,114,2026-02-15,FALTA
1697,114,2025-12-31,FALTA
1698,114,2026-01-08,FALTA
1699,114,2026-02-22,PRESENTE
1700,114,2025-12-16,FALTA
1701,114,2026-02-12,PRESENTE
1702,114,2026-01-16,FALTA
1703,114,2025-12-06,FALTA
1704,114,2025-12-17,PRESENTE
1705,114,2026-02-14,PRESENTE
1706,114,2025-12-16,FALTA
1707,114,2026-01-04,PRESENTE
1708,114,2026-01-19,PRESENTE
1709,114,2025-12-28,PRESENTE
1710,114,2026-01-19,FALTA
1711,115,2025-12-06,PRESENTE
1712,115,2026-02-19,PRESENTE
1713,115,2026-01-21,PRESENTE
1714,115,2026-01-27,PRESENTE
1715,115,2025-12-02,FALTA
1716,115,2025-12-28,PRESENTE
1717,115,2026-01-23,PRESENTE
1718,115,2026-01-17,FALTA
1719,115,2025-11-28,FALTA
1720,115,2026-01-02,FALTA
1721,115,2025-12-27,PRESENTE
1722,115,2026-01-23,PRESENTE
1723,115,2025-12-21,PRESENTE
1724,115,2025-12-25,FALTA
1725,115,2026-02-15,PRESENTE
1726,116,2025-11-28,PRESENTE
1727,116,2026-02-12,FALTA
1728,116,2025-12-10,FALTA
1729,116,2025-12-26,PRESENTE
1730,116,2026-01-29,FALTA
1731,116,2026-01-22,PRESENTE
1732,116,2026-01-01,PRESENTE
1733,116,2025-11-29,PRESENTE
1734,116,2026-02-01,PRESENTE
1735,116,2026-02-13,FALTA
1736,116,2026-02-01,PRESENTE
1737,116,2025-12-22,PRESENTE
1738,116,2026-01-31,PRESENTE
1739,116,2026-01-01,PRESENTE
1740,116,2026-01-13,FALTA
1741,117,2026-02-20,PRESENTE
1742,117,2025-12-23,PRESENTE
1743,117,2025-11-29,PRESENTE
1744,117,2025-12-11,FALTA
1745,117,2026-01-02,PRESENTE
1746,117,2025-11-29,PRESENTE
1747,117,2025-12-21,PRESENTE
1748,117,2025-12-06,PRESENTE
1749,117,2026-01-04,PRESENTE
1750,117,2025-12-04,PRESENTE
1751,117,2026-01-23,PRESENTE
1752,117,2026-02-06,FALTA
1753,117,2025-12-05,PRESENTE
1754,117,2026-01-16,FALTA
1755,117,2026-01-03,PRESENTE
1756,118,2026-01-21,PRESENTE
1757,118,2025-12-17,FALTA
1758,118,2026-01-21,FALTA
1759,118,2025-12-04,PRESENTE
1760,118,2026-01-06,PRESENTE
1761,118,2025-12-21,PRESENTE
1762,118,2026-02-20,PRESENTE
1763,118,2026-02-04,PRESENTE
1764,118,2025-12-30,PRESENTE
1765,118,2026-01-29,PRESENTE
1766,118,2026-01-15,PRESENTE
1767,118,2026-01-01,PRESENTE
1768,118,2026-01-23,FALTA
1769,118,2025-12-19,PRESENTE
1770,118,2026-02-09,FALTA
1771,119,2026-02-19,PRESENTE
1772,119,2025-12-22,PRESENTE
1773,119,2025-12-09,PRESENTE
1774,119,2026-01-25,PRESENTE
1775,119,2026-02-21,PRESENTE
1776,119,2026-01-31,PRESENTE
1777,119,2025-12-19,FALTA
1778,119,2026-01-14,PRESENTE
1779,119,2026-01-21,PRESENTE
1780,119,2025-12-09,PRESENTE
1781,119,2026-02-04,FALTA
1782,119,2025-12-07,PRESENTE
1783,119,2025-12-02,PRESENTE
1784,119,2025-12-15,PRESENTE
1785,119,2026-02-23,PRESENTE
1786,120,2026-01-10,PRESENTE
1787,120,2026-01-18,FALTA
1788,120,2026-01-07,PRESENTE
1789,120,2026-01-24,FALTA
1790,120,2026-01-28,PRESENTE
1791,120,2025-12-02,PRESENTE
1792,120,2026-02-01,PRESENTE
1793,120,2025-12-07,FALTA
1794,120,2026-02-02,PRESENTE
1795,120,2025-12-24,PRESENTE
1796,120,2025-11-29,FALTA
1797,120,2026-02-12,PRESENTE
1798,120,2025-12-30,PRESENTE
1799,120,2026-02-22,PRESENTE
1800,120,2025-12-28,PRESENTE
1801,121,2026-02-16,PRESENTE
1802,121,2025-12-04,PRESENTE
1803,121,2025-12-13,FALTA
1804,121,2026-01-18,FALTA
1805,121,2025-12-20,PRESENTE
1806,121,2025-12-24,FALTA
1807,121,2025-11-30,FALTA
1808,121,2026-01-14,PRESENTE
1809,121,2026-02-08,PRESENTE
1810,121,2025-11-30,FALTA
1811,121,2026-02-15,PRESENTE
1812,121,2025-12-03,PRESENTE
1813,121,2025-12-15,PRESENTE
1814,121,2025-12-23,PRESENTE
1815,121,2025-12-22,PRESENTE
1816,122,2026-02-19,PRESENTE
1817,122,2026-02-15,PRESENTE
1818,122,2026-01-16,PRESENTE
1819,122,2026-02-04,PRESENTE
1820,122,2026-02-18,PRESENTE
1821,122,2026-02-26,PRESENTE
1822,122,2026-01-09,PRESENTE
1823,122,2026-01-04,PRESENTE
1824,122,2026-01-26,PRESENTE
1825,122,2025-12-27,PRESENTE
1826,122,2025-12-21,FALTA
1827,122,2026-02-14,PRESENTE
1828,122,2026-02-12,FALTA
1829,122,2026-01-13,PRESENTE
1830,122,2025-12-17,FALTA
1831,123,2025-12-02,PRESENTE
1832,123,2025-12-23,PRESENTE
1833,123,2026-01-21,PRESENTE
1834,123,2026-01-02,PRESENTE
1835,123,2026-02-17,FALTA
1836,123,2026-02-22,FALTA
1837,123,2025-11-28,PRESENTE
1838,123,2025-12-14,PRESENTE
1839,123,2026-01-11,FALTA
1840,123,2025-11-30,FALTA
1841,123,2025-12-01,PRESENTE
1842,123,2026-02-02,PRESENTE
1843,123,2026-01-17,PRESENTE
1844,123,2026-02-14,PRESENTE
1845,123,2026-01-20,PRESENTE
1846,124,2025-12-12,PRESENTE
1847,124,2026-02-01,PRESENTE
1848,124,2026-02-08,PRESENTE
1849,124,2025-12-07,FALTA
1850,124,2026-02-05,FALTA
1851,124,2026-02-19,FALTA
1852,124,2026-02-03,FALTA
1853,124,2026-02-10,FALTA
1854,124,2025-12-01,PRESENTE
1855,124,2025-12-23,PRESENTE
1856,124,2025-12-13,FALTA
1857,124,2025-12-05,PRESENTE
1858,124,2025-12-13,FALTA
1859,124,2025-12-19,PRESENTE
1860,124,2025-12-28,PRESENTE
1861,125,2026-02-11,PRESENTE
1862,125,2025-12-17,PRESENTE
1863,125,2025-12-31,PRESENTE
1864,125,2026-01-07,PRESENTE
1865,125,2025-12-25,PRESENTE
1866,125,2026-02-17,PRESENTE
1867,125,2026-02-16,PRESENTE
1868,125,2026-01-21,PRESENTE
1869,125,2025-12-23,PRESENTE
1870,125,2025-12-16,FALTA
1871,125,2026-01-14,PRESENTE
1872,125,2026-01-09,PRESENTE
1873,125,2025-12-20,PRESENTE
1874,125,2026-02-17,FALTA
1875,125,2026-01-24,FALTA
1876,126,2026-01-27,PRESENTE
1877,126,2026-02-25,PRESENTE
1878,126,2025-12-23,PRESENTE
1879,126,2025-12-07,FALTA
1880,126,2026-02-06,FALTA
1881,126,2026-01-26,PRESENTE
1882,126,2025-12-13,PRESENTE
1883,126,2026-02-20,FALTA
1884,126,2025-12-18,PRESENTE
1885,126,2026-02-13,PRESENTE
1886,126,2026-01-06,PRESENTE
1887,126,2026-01-28,FALTA
1888,126,2026-01-19,PRESENTE
1889,126,2025-12-20,PRESENTE
1890,126,2026-02-17,PRESENTE
1891,127,2025-11-29,PRESENTE
1892,127,2025-12-04,PRESENTE
1893,127,2026-02-19,PRESENTE
1894,127,2025-12-10,FALTA
1895,127,2026-01-17,PRESENTE
1896,127,2026-01-26,PRESENTE
1897,127,2026-01-31,PRESENTE
1898,127,2025-12-04,FALTA
1899,127,2026-01-09,PRESENTE
1900,127,2026-01-31,PRESENTE
1901,127,2025-12-01,PRESENTE
1902,127,2026-01-14,PRESENTE
1903,127,2026-01-25,PRESENTE
1904,127,2026-01-08,PRESENTE
1905,127,2026-02-27,PRESENTE
1906,128,2025-12-10,FALTA
1907,128,2025-12-18,PRESENTE
1908,128,2026-01-21,PRESENTE
1909,128,2025-12-24,FALTA
1910,128,2026-01-07,FALTA
1911,128,2026-01-08,FALTA
1912,128,2025-12-29,PRESENTE
1913,128,2025-12-13,PRESENTE
1914,128,2025-12-05,FALTA
1915,128,2025-12-07,PRESENTE
1916,128,2026-01-13,PRESENTE
1917,128,2026-01-25,PRESENTE
1918,128,2026-02-07,PRESENTE
1919,128,2026-02-07,PRESENTE
1920,128,2025-11-30,PRESENTE
1921,129,2026-02-23,PRESENTE
1922,129,2025-12-18,FALTA
1923,129,2026-02-19,PRESENTE
1924,129,2025-12-24,PRESENTE
1925,129,2025-12-31,FALTA
1926,129,2026-01-15,PRESENTE
1927,129,2025-11-29,PRESENTE
1928,129,2026-02-18,PRESENTE
1929,129,2026-01-01,FALTA
1930,129,2026-02-19,PRESENTE
1931,129,2026-01-05,PRESENTE
1932,129,2026-02-09,PRESENTE
1933,129,2026-02-14,FALTA
1934,129,2026-02-17,PRESENTE
1935,129,2026-02-16,PRESENTE
1936,130,2025-12-25,PRESENTE
1937,130,2026-01-07,PRESENTE
1938,130,2026-02-26,PRESENTE
1939,130,2026-02-20,PRESENTE
1940,130,2026-01-13,PRESENTE
1941,130,2026-01-10,PRESENTE
1942,130,2026-01-26,PRESENTE
1943,130,2025-12-12,PRESENTE
1944,130,2025-12-15,PRESENTE
1945,130,2026-01-25,FALTA
1946,130,2026-02-10,PRESENTE
1947,130,2026-01-20,PRESENTE
1948,130,2026-01-13,PRESENTE
1949,130,2026-01-24,PRESENTE
1950,130,2026-02-05,PRESENTE
1951,131,2026-02-23,PRESENTE
1952,131,2026-02-21,PRESENTE
1953,131,2026-01-29,PRESENTE
1954,131,2026-01-15,PRESENTE
1955,131,2026-02-23,PRESENTE
1956,131,2026-01-11,PRESENTE
1957,131,2026-01-18,PRESENTE
1958,131,2026-02-04,FALTA
1959,131,2026-02-20,PRESENTE
1960,131,2026-01-05,PRESENTE
1961,131,2026-01-18,FALTA
1962,131,2025-12-18,PRESENTE
1963,131,2025-12-05,PRESENTE
1964,131,2026-01-29,FALTA
1965,131,2026-02-01,PRESENTE
1966,132,2026-01-30,FALTA
1967,132,2026-02-27,FALTA
1968,132,2025-11-30,PRESENTE
1969,132,2025-12-16,FALTA
1970,132,2025-12-25,PRESENTE
1971,132,2025-12-24,PRESENTE
1972,132,2026-01-17,PRESENTE
1973,132,2026-02-05,PRESENTE
1974,132,2025-12-13,PRESENTE
1975,132,2026-02-22,PRESENTE
1976,132,2026-01-12,PRESENTE
1977,132,2026-01-13,FALTA
1978,132,2026-02-10,PRESENTE
1979,132,2026-01-14,FALTA
1980,132,2026-02-21,PRESENTE
1981,133,2025-12-25,PRESENTE
1982,133,2026-02-11,FALTA
1983,133,2026-02-16,PRESENTE
1984,133,2026-02-23,FALTA
1985,133,2025-12-25,PRESENTE
1986,133,2026-02-09,PRESENTE
1987,133,2025-12-30,PRESENTE
1988,133,2025-12-12,PRESENTE
1989,133,2026-02-16,PRESENTE
1990,133,2025-12-30,PRESENTE
1991,133,2026-01-05,PRESENTE
1992,133,2025-12-23,PRESENTE
1993,133,2026-01-06,PRESENTE
1994,133,2026-02-19,PRESENTE
1995,133,2026-01-12,PRESENTE
1996,134,2025-12-25,FALTA
1997,134,2026-01-22,PRESENTE
1998,134,2026-01-19,FALTA
1999,134,2026-01-30,PRESENTE
2000,134,2026-02-27,PRESENTE
2001,134,2026-02-16,FALTA
2002,134,2026-01-07,PRESENTE
2003,134,2025-12-18,FALTA
2004,134,2026-02-15,PRESENTE
2005,134,2026-01-18,PRESENTE
2006,134,2025-12-31,PRESENTE
2007,134,2026-01-20,FALTA
2008,134,2025-12-04,PRESENTE
2009,134,2026-02-12,FALTA
2010,134,2025-12-20,PRESENTE
2011,135,2025-11-30,PRESENTE
2012,135,2025-12-14,FALTA
2013,135,2026-02-16,FALTA
2014,135,2025-12-19,PRESENTE
2015,135,2026-01-06,FALTA
2016,135,2025-11-29,PRESENTE
2017,135,2026-01-09,PRESENTE
2018,135,2025-12-11,FALTA
2019,135,2026-01-31,PRESENTE
2020,135,2026-01-28,PRESENTE
2021,135,2026-01-20,PRESENTE
2022,135,2026-01-15,PRESENTE
2023,135,2026-02-27,PRESENTE
2024,135,2025-12-08,PRESENTE
2025,135,2026-01-20,FALTA
2026,136,2025-12-29,PRESENTE
2027,136,2026-01-29,FALTA
2028,136,2026-01-09,PRESENTE
2029,136,2026-02-08,PRESENTE
2030,136,2026-01-30,FALTA
2031,136,2026-02-03,PRESENTE
2032,136,2025-12-11,PRESENTE
2033,136,2026-02-22,FALTA
2034,136,2025-12-29,PRESENTE
2035,136,2026-02-07,FALTA
2036,136,2025-12-29,PRESENTE
2037,136,2026-01-10,PRESENTE
2038,136,2025-12-29,PRESENTE
2039,136,2025-12-16,PRESENTE
2040,136,2026-02-03,FALTA
2041,137,2026-01-11,PRESENTE
2042,137,2025-12-27,PRESENTE
2043,137,2026-01-11,PRESENTE
2044,137,2026-01-19,PRESENTE
2045,137,2026-02-21,FALTA
2046,137,2026-01-09,FALTA
2047,137,2025-12-06,PRESENTE
2048,137,2026-01-04,PRESENTE
2049,137,2026-01-26,PRESENTE
2050,137,2025-12-08,FALTA
2051,137,2026-01-02,PRESENTE
2052,137,2025-12-02,PRESENTE
2053,137,2025-11-28,PRESENTE
2054,137,2026-02-24,FALTA
2055,137,2026-02-02,FALTA
2056,138,2026-01-12,PRESENTE
2057,138,2026-02-24,PRESENTE
2058,138,2026-01-16,PRESENTE
2059,138,2026-02-05,PRESENTE
2060,138,2026-02-20,PRESENTE
2061,138,2025-12-03,PRESENTE
2062,138,2026-02-08,FALTA
2063,138,2025-12-27,PRESENTE
2064,138,2025-12-09,PRESENTE
2065,138,2025-12-04,FALTA
2066,138,2026-01-17,PRESENTE
2067,138,2026-02-11,PRESENTE
2068,138,2025-11-29,FALTA
2069,138,2026-02-01,FALTA
2070,138,2025-12-14,PRESENTE
2071,139,2025-12-29,PRESENTE
2072,139,2026-02-17,FALTA
2073,139,2026-01-18,PRESENTE
2074,139,2025-12-09,FALTA
2075,139,2025-12-31,FALTA
2076,139,2026-02-05,PRESENTE
2077,139,2026-01-04,PRESENTE
2078,139,2026-01-13,FALTA
2079,139,2026-02-05,PRESENTE
2080,139,2025-12-12,FALTA
2081,139,2025-12-14,PRESENTE
2082,139,2026-01-07,PRESENTE
2083,139,2026-01-12,FALTA
2084,139,2026-02-09,PRESENTE
2085,139,2025-12-15,FALTA
2086,140,2025-12-25,PRESENTE
2087,140,2025-12-19,PRESENTE
2088,140,2025-12-05,FALTA
2089,140,2026-01-06,PRESENTE
2090,140,2025-12-14,FALTA
2091,140,2026-01-25,FALTA
2092,140,2026-02-26,PRESENTE
2093,140,2025-11-29,PRESENTE
2094,140,2026-02-10,FALTA
2095,140,2025-12-25,PRESENTE
2096,140,2026-02-17,PRESENTE
2097,140,2026-02-11,PRESENTE
2098,140,2025-12-06,PRESENTE
2099,140,2025-12-24,PRESENTE
2100,140,2025-12-14,FALTA
2101,141,2026-01-12,FALTA
2102,141,2026-02-10,PRESENTE
2103,141,2025-12-01,PRESENTE
2104,141,2026-02-24,PRESENTE
2105,141,2026-01-14,PRESENTE
2106,141,2025-12-03,FALTA
2107,141,2026-02-03,PRESENTE
2108,141,2026-02-09,PRESENTE
2109,141,2026-01-10,PRESENTE
2110,141,2026-02-08,PRESENTE
2111,141,2026-02-25,PRESENTE
2112,141,2025-12-29,PRESENTE
2113,141,2026-02-16,FALTA
2114,141,2025-12-27,PRESENTE
2115,141,2026-01-16,PRESENTE
2116,142,2026-01-12,PRESENTE
2117,142,2026-01-10,FALTA
2118,142,2026-01-07,PRESENTE
2119,142,2026-02-27,FALTA
2120,142,2025-12-11,PRESENTE
2121,142,2025-12-14,PRESENTE
2122,142,2026-02-04,PRESENTE
2123,142,2026-01-19,PRESENTE
2124,142,2025-12-27,PRESENTE
2125,142,2025-12-14,PRESENTE
2126,142,2026-01-09,FALTA
2127,142,2025-12-19,PRESENTE
2128,142,2025-12-22,PRESENTE
2129,142,2025-12-30,PRESENTE
2130,142,2026-01-24,FALTA
2131,143,2025-12-31,PRESENTE
2132,143,2026-02-06,PRESENTE
2133,143,2025-12-21,PRESENTE
2134,143,2026-02-26,PRESENTE
2135,143,2025-11-29,PRESENTE
2136,143,2026-01-17,FALTA
2137,143,2025-12-17,PRESENTE
2138,143,2025-12-15,PRESENTE
2139,143,2025-12-24,PRESENTE
2140,143,2026-01-30,PRESENTE
2141,143,2026-01-21,PRESENTE
2142,143,2026-02-15,FALTA
2143,143,2025-12-30,PRESENTE
2144,143,2025-12-21,PRESENTE
2145,143,2025-12-05,FALTA
2146,144,2026-02-18,PRESENTE
2147,144,2025-12-07,PRESENTE
2148,144,2025-12-29,PRESENTE
2149,144,2026-01-20,PRESENTE
2150,144,2025-12-18,PRESENTE
2151,144,2026-01-19,FALTA
2152,144,2026-02-06,FALTA
2153,144,2026-01-01,FALTA
2154,144,2025-12-23,PRESENTE
2155,144,2025-12-07,PRESENTE
2156,144,2026-01-29,FALTA
2157,144,2026-01-13,PRESENTE
2158,144,2025-12-28,PRESENTE
2159,144,2025-12-24,FALTA
2160,144,2026-01-20,PRESENTE
2161,145,2026-01-08,FALTA
2162,145,2026-01-18,FALTA
2163,145,2025-12-16,PRESENTE
2164,145,2026-02-15,PRESENTE
2165,145,2026-01-29,FALTA
2166,145,2026-01-11,FALTA
2167,145,2026-02-06,PRESENTE
2168,145,2025-12-26,PRESENTE
2169,145,2026-02-12,FALTA
2170,145,2026-01-28,PRESENTE
2171,145,2026-01-05,PRESENTE
2172,145,2026-02-05,PRESENTE
2173,145,2026-01-17,PRESENTE
2174,145,2026-01-01,PRESENTE
2175,145,2026-01-25,PRESENTE
2176,146,2025-12-19,PRESENTE
2177,146,2026-01-22,PRESENTE
2178,146,2025-12-15,PRESENTE
2179,146,2026-01-17,FALTA
2180,146,2025-12-24,PRESENTE
2181,146,2026-01-15,PRESENTE
2182,146,2026-02-02,FALTA
2183,146,2026-01-29,PRESENTE
2184,146,2026-02-23,PRESENTE
2185,146,2025-12-26,FALTA
2186,146,2026-02-10,FALTA
2187,146,2026-01-13,PRESENTE
2188,146,2026-01-18,PRESENTE
2189,146,2025-12-11,FALTA
2190,146,2026-02-21,PRESENTE
2191,147,2026-01-04,PRESENTE
2192,147,2026-02-07,PRESENTE
2193,147,2026-02-26,PRESENTE
2194,147,2026-01-10,PRESENTE
2195,147,2026-01-15,PRESENTE
2196,147,2026-02-12,FALTA
2197,147,2026-02-12,PRESENTE
2198,147,2026-02-19,PRESENTE
2199,147,2025-12-05,PRESENTE
2200,147,2026-02-03,PRESENTE
2201,147,2026-01-06,PRESENTE
2202,147,2026-01-22,PRESENTE
2203,147,2025-12-03,PRESENTE
2204,147,2026-01-08,PRESENTE
2205,147,2026-02-04,FALTA
2206,148,2025-12-17,PRESENTE
2207,148,2026-02-19,PRESENTE
2208,148,2026-02-20,PRESENTE
2209,148,2025-12-14,PRESENTE
2210,148,2026-02-15,PRESENTE
2211,148,2026-02-08,PRESENTE
2212,148,2025-12-10,PRESENTE
2213,148,2026-01-03,PRESENTE
2214,148,2025-12-03,PRESENTE
2215,148,2026-01-05,PRESENTE
2216,148,2026-01-24,FALTA
2217,148,2025-12-15,FALTA
2218,148,2025-12-07,PRESENTE
2219,148,2026-02-14,PRESENTE
2220,148,2026-02-13,FALTA
2221,149,2026-02-21,PRESENTE
2222,149,2025-12-02,PRESENTE
2223,149,2026-02-24,FALTA
2224,149,2026-01-25,PRESENTE
2225,149,2026-02-02,PRESENTE
2226,149,2026-02-09,FALTA
2227,149,2025-12-05,FALTA
2228,149,2025-12-18,PRESENTE
2229,149,2025-12-24,PRESENTE
2230,149,2026-01-24,PRESENTE
2231,149,2026-02-12,FALTA
2232,149,2025-12-02,PRESENTE
2233,149,2025-12-27,PRESENTE
2234,149,2026-01-03,PRESENTE
2235,149,2025-12-22,PRESENTE
2236,150,2026-02-13,PRESENTE
2237,150,2026-01-08,PRESENTE
2238,150,2025-12-30,PRESENTE
2239,150,2025-11-29,PRESENTE
2240,150,2026-02-22,PRESENTE
2241,150,2026-01-15,PRESENTE
2242,150,2026-02-09,PRESENTE
2243,150,2026-02-14,PRESENTE
2244,150,2025-12-17,PRESENTE
2245,150,2026-02-15,PRESENTE
2246,150,2026-02-14,PRESENTE
2247,150,2026-02-14,PRESENTE
2248,150,2026-01-09,PRESENTE
2249,150,2025-12-29,PRESENTE
2250,150,2025-12-10,PRESENTE
2251,151,2026-02-13,PRESENTE
2252,151,2026-01-03,PRESENTE
2253,151,2026-01-07,FALTA
2254,151,2025-12-16,FALTA
2255,151,2025-12-06,PRESENTE
2256,151,2025-12-23,FALTA
2257,151,2026-02-19,PRESENTE
2258,151,2026-02-21,PRESENTE
2259,151,2026-01-13,PRESENTE
2260,151,2025-12-26,PRESENTE
2261,151,2026-02-21,FALTA
2262,151,2026-01-23,PRESENTE
2263,151,2025-12-17,FALTA
2264,151,2026-01-13,PRESENTE
2265,151,2026-02-25,PRESENTE
2266,152,2025-12-19,FALTA
2267,152,2026-01-29,PRESENTE
2268,152,2026-02-27,PRESENTE
2269,152,2026-02-10,PRESENTE
2270,152,2026-01-23,PRESENTE
2271,152,2026-01-31,FALTA
2272,152,2026-01-15,PRESENTE
2273,152,2026-02-19,PRESENTE
2274,152,2026-02-25,PRESENTE
2275,152,2025-11-30,PRESENTE
2276,152,2025-12-03,FALTA
2277,152,2025-12-05,PRESENTE
2278,152,2026-01-03,PRESENTE
2279,152,2026-02-03,PRESENTE
2280,152,2025-12-09,PRESENTE
2281,153,2025-12-04,FALTA
2282,153,2026-02-24,PRESENTE
2283,153,2025-12-27,PRESENTE
2284,153,2025-12-20,PRESENTE
2285,153,2026-01-11,PRESENTE
2286,153,2026-02-09,PRESENTE
2287,153,2026-02-15,PRESENTE
2288,153,2025-12-10,PRESENTE
2289,153,2026-01-11,FALTA
2290,153,2025-12-30,PRESENTE
2291,153,2025-12-17,FALTA
2292,153,2026-01-24,PRESENTE
2293,153,2026-01-05,PRESENTE
2294,153,2025-12-15,PRESENTE
2295,153,2026-01-02,PRESENTE
2296,154,2026-01-13,PRESENTE
2297,154,2026-01-05,FALTA
2298,154,2025-12-15,PRESENTE
2299,154,2026-02-03,FALTA
2300,154,2026-01-09,FALTA
2301,154,2025-11-28,PRESENTE
2302,154,2025-12-12,PRESENTE
2303,154,2026-02-14,PRESENTE
2304,154,2026-02-05,FALTA
2305,154,2025-12-18,FALTA
2306,154,2025-12-20,FALTA
2307,154,2026-02-21,PRESENTE
2308,154,2025-12-02,PRESENTE
2309,154,2026-02-26,PRESENTE
2310,154,2026-01-09,FALTA
2311,155,2025-12-08,PRESENTE
2312,155,2025-12-08,PRESENTE
2313,155,2026-02-02,FALTA
2314,155,2026-02-03,PRESENTE
2315,155,2026-02-27,FALTA
2316,155,2025-11-29,PRESENTE
2317,155,2026-01-23,PRESENTE
2318,155,2026-01-21,PRESENTE
2319,155,2026-01-19,PRESENTE
2320,155,2026-02-23,FALTA
2321,155,2026-01-28,PRESENTE
2322,155,2025-12-27,PRESENTE
2323,155,2025-12-18,PRESENTE
2324,155,2026-01-18,PRESENTE
